title,link,published,source,query,search_start,search_end
Microsoft Overtakes Apple as Most Valuable Stock in the World - Bloomberg.com,https://news.google.com/rss/articles/CBMisgFBVV95cUxNMU42c19nRlZMU3ZYY1hVU09hVzNRSE9UTWZsQnV3N2cyR2duMmlTYXR0M1RaVjg3dEdVZlFEd0VqSWZ0R0oxa0tHOE8talRudURXMGxVSWc5LTFpQl9vTUtDYWE5ZWs0ZnVuRVltMzY2TWlPYzVGektZZjU3bWZwMkJHVE1MazQ5MHBBV0pRUXROUFBQNXNwSURtWWlrb1ZGMTBqTm0tdW42Zk1MdTluUWNB?oc=5,"Fri, 12 Jan 2024 08:00:00 GMT",Bloomberg.com,Apple stock,2024-01-01,2024-01-31
"Apple is having a rough 2024, and it's been just a few days - Business Insider",https://news.google.com/rss/articles/CBMiowFBVV95cUxPSmZ1b0xQYVRvblZIQmE3SnQ0UGJ3SnZOTU5VeERHYVJlM3BKY0FIUXpWbF93QlBILUlUQXVQbTZzMU5zRUFVTHlEX2ZGVmZzd2NadVQ5TlU5c211VTVEcmNNN2Y3X2ZjaTlLLWFDTjVoaUQ3ZFJPM2s1NTBVSVZwNlFtWHZqUmF2UGttdndVcE5RQ29jaFhFQ0hSQWNvb09tcFQ4?oc=5,"Thu, 04 Jan 2024 08:00:00 GMT",Business Insider,Apple stock,2024-01-01,2024-01-31
Microsoft briefly overtakes Apple as world's most valuable company - Reuters,https://news.google.com/rss/articles/CBMiowFBVV95cUxQQlo0Sk1FLUg3LVphMUFmVU9MTVBGMF94NHJMTUxvMnp2a3RNX0t2SUNPc3NhT1NNV0RBTDAzVC1ZNk54UHBwaEtNYmkxUjliSEc2OVdpNlR1YzdINHVkNVJXMFZ2UndMdG1wMVZWYUxPMFZ4V0NwTjZ0U01BdkQ4S3pLQTdWTnY2bGZHR28yVm43dFRnY0pLN0lfRXJYOV9qd2xv?oc=5,"Thu, 11 Jan 2024 08:00:00 GMT",Reuters,Apple stock,2024-01-01,2024-01-31
Best Stock to Buy: Apple vs. Alibaba - The Motley Fool,https://news.google.com/rss/articles/CBMigwFBVV95cUxQWl9ncG9NWEplQmxndDNRYmNWdWN0N0k1bkg3VnFkS25QRVpfQjdSbVZQZks4OHlaalE5SGF0VUJLRHpQb3VRYXk3M1FZb3AwWmFaUW9MdjhsQ1Joam5pZ0Z3Y09ielg3cmZWTUFDakpVQ2d2TTVUTVQzN01tWDZGQ0JyRQ?oc=5,"Fri, 05 Jan 2024 08:00:00 GMT",The Motley Fool,Apple stock,2024-01-01,2024-01-31
"REX Shares and Tuttle Capital Management Expand T-REX Single-Stock ETF Suite with Apple, Alphabet, and Microsoft Offerings - ETFGI",https://news.google.com/rss/articles/CBMitgFBVV95cUxNSDNiQmRFZG9rVDdKbUtrRWhOQXZ3RXZUcG05cFhXQ3oxZzlLNEFzbHhKSmxiZl9tZEdpakdsMlRWVnVwVWZvRENSVWhiNzczclpIV0xVNTJteDVUc2ZVUUVVcXd1WVl2R1JZZlpZaHowVV9CY2g5WTJTTjY2VGVOaUM2UUowaS13MGZLOVE0VS1wYzA4RGtDMW9DVXMzUDEydGg3cU9INEpfLVRLb09INlpMWDdpZw?oc=5,"Thu, 11 Jan 2024 08:00:00 GMT",ETFGI,Apple stock,2024-01-01,2024-01-31
"Microsoft hits $3 trillion market value, second to Apple - Reuters",https://news.google.com/rss/articles/CBMijgFBVV95cUxPRENEd2o0UG5NdnhCWEFSMTNIX1JqYnV1SEQwa3BDYzlpMURCNFV1OHBVVndiaUhEUlZ2QXF4NW4tdkF2T21uUUh1dXNaRTBnTjdzSTluZmZ5SUhmb2dnYmJBbmtBM3VJNHRuQVVCbmtLWGUwa29jVlByMXlidkZxOWNsbGZnVHloRm5JZEJB?oc=5,"Wed, 24 Jan 2024 08:00:00 GMT",Reuters,Apple stock,2024-01-01,2024-01-31
Move over Apple: Microsoft is now the most valuable publicly traded company - CNN,https://news.google.com/rss/articles/CBMimAFBVV95cUxQSmROekloaDVtTVdaVWhZS0F6SmJIemJLVjI0SHFXdVhnQkpYQ002MktiNHRna1VCRXp3SGQxZ0ZFYUc1cHJDMi1iTUI4ZGl2RkJlZENJTXJKVFREakhBRnNsQ0ZPY3VOSmlVZXdoeGZDand1S1ZlSWlxSmcxWXR5UUpkSEVDdlNBMkJDclZWYXA4RG9PZHlQTg?oc=5,"Sat, 13 Jan 2024 08:00:00 GMT",CNN,Apple stock,2024-01-01,2024-01-31
Al Gore exiting Apple’s board of directors after hitting age limit - New York Post,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPVDVYWDUwLUJmZjFVZW5zMjBHMTRCbDlHZ1p4WGV2bGVfTFZ3d21lZFRNSTAxRG45d2lIUlJlemVEQ0w1cGJ5YkZPR0NqcXlvTFpwSVpZcjBnVjdyVDcxbEZXbWF3V3MyRXhyQzNrcnhBeDNDaWthenV6ZUR4a2E4M3o2OTctdC0td1JnRGFYdTl5WDN6VnpCSS1WNW9NWERJTzdtd3J6ZmE?oc=5,"Fri, 12 Jan 2024 08:00:00 GMT",New York Post,Apple stock,2024-01-01,2024-01-31
Microsoft briefly retakes stock market crown from Apple - Axios,https://news.google.com/rss/articles/CBMigwFBVV95cUxNSkpLdzJhSXFpRFdiUU93OG5meDluRHNmZGJYdDFLXzViSVJHYmtsUHMwbmFyZU9kV2xWOTdxT0oyWV96TmZuYnJJeGJuODczWVlTOXJMaDVfcE4wTk13cVlaWHctb3NPay1YTXg1N3pxdW9SVTJ4UHFSNUF2dGZRNGdQdw?oc=5,"Thu, 11 Jan 2024 08:00:00 GMT",Axios,Apple stock,2024-01-01,2024-01-31
"Apple off to worst-ever start in 2024 as iPhone, antitrust worries erase $177B in value - New York Post",https://news.google.com/rss/articles/CBMiwwFBVV95cUxOa0xuR0RuUjNTeE9iWDRwR3NnMUtDMGRBUlVKeUtrdWZaZlIwOTZHWlVxbjNNZDJJUEJOYWJtc2JhZU1VdUpoSllsOWtHU1BpZmhrYWF2WUotMXVEakVYWWVnNVNGN3NWeDF2YmtqRjRKV1BGUk9WWWVhVVJjQm9XRlJkOUdzNVlwMGJfVlg3QUl3N2dfSnAzemRtZmduLXhtYjlDSG1hcTZtRkJpUlMyZVl1SFBQeDZlTm1kMUd3Tm0yYUU?oc=5,"Mon, 08 Jan 2024 08:00:00 GMT",New York Post,Apple stock,2024-01-01,2024-01-31
"These oversold stocks to start 2024, including Apple, could be due for a bounce - CNBC",https://news.google.com/rss/articles/CBMinwFBVV95cUxNeEVIOGdBWFJpczZvdW16SjNuSV9Tc1licWhwM1paWl9CeENpNGU3a3FFcHpuQlF6WUp3RGl3b3RqZ2w4QmJLWXNmcEU4NXUxMWpqY21sZVpwM0VVcVJCV201X00zUzhTRGdEWlVrQkFrM1lwQi1UTFFZbUVQSXZEN292RnFaWXl0Xzc5TER0N05WTURSZ2ZCeXJmSUpETGM?oc=5,"Fri, 05 Jan 2024 08:00:00 GMT",CNBC,Apple stock,2024-01-01,2024-01-31
Microsoft briefly outshines Apple as world's most valuable company - CBS News,https://news.google.com/rss/articles/CBMijwFBVV95cUxPUjVzeEhlczFySjVoQjhjYm9mdjFWNWxZbFlFQmlSZmJveVpGYnRSZWlfekpPOHJsSUgxcFVhZC1NV2NnZ2xETmVDNGtwa3c2Tm9iWXhrazJGZ2YySDB2UWdBczB4aEJiaTl2ajlHWHp3SkoxN0dJNjZSbTE4aGppZW50a0JZVTFFdmR0QzhWNNIBlAFBVV95cUxOSmNTVDNMcE5uc3MzODVuWF9IdTBvOUNYOWFmdzduNTJkQmpGVGxncVA0MGZIVVQ2SjRxaF9qbXhkNVJqQkZMYUw5X0lSd1gtQjV6WjlRTDUzRUlHQjgyVndpX1BQV0ZWMU45SG8zQ2U1YjVJNWk3bGp3MUFyWFFjdlg2Tk1EdXRLa09tdFUxZnVkZENi?oc=5,"Thu, 11 Jan 2024 08:00:00 GMT",CBS News,Apple stock,2024-01-01,2024-01-31
Better Tech Stock: Alphabet vs. Apple - The Motley Fool,https://news.google.com/rss/articles/CBMihAFBVV95cUxOb3EzRlJPUDQ0UHVGM1lpaW93WU1DUVVxNHJOUjBwUFpRelVpV2F6TFNIUUNoaFRjT1pTMEcyM3lGMzZNLWkzRHJZR2w5M2p6RnhUeVZLUExSaHFOZFVmQVViQWxXYXg4NjNRV3VGZDEwSkRuVE1FT3JhZnoyTEx5a1F2WG4?oc=5,"Thu, 04 Jan 2024 08:00:00 GMT",The Motley Fool,Apple stock,2024-01-01,2024-01-31
Microsoft tops Apple as world's most valuable public company - CNBC,https://news.google.com/rss/articles/CBMikgFBVV95cUxPZGRjcjl0US1rRXJQMVBNVFYyUVlhSU90M0psTFlONVRwVEw1bng3d1Z4Mzg0d0dvbzdPWnRjX0VfcTJLR2dhbDM3TTRLYUJjWXdNMENFaTFubDdXb09wajI3ZTdIQ3AzbzlSd1VhSmxDWGpxVjVBM0RkcVdua25OYTJ1N3prTE12a1NPUUlfbHpUd9IBlwFBVV95cUxQb0FrWXhZSF9GR254Sm82Mzl5cWViWDctWEk2SzVDTHlRTEo2MjRRYnNDbmRIYjA1RVZpelRRdHBCUHZndDBEOU1aWU84b0tEa2hsSkxJbGJ0Z3lGZDlTbDBtMjZIUlVHQ0VMLVg5cXU1aGtHRGdpZzZYRy1CV19BbU5DMjBaRnZrMEJJRml0RmlwNVpGeXVN?oc=5,"Fri, 12 Jan 2024 08:00:00 GMT",CNBC,Apple stock,2024-01-01,2024-01-31
Will Microsoft still be worth more than Apple by 2025? - USA Today,https://news.google.com/rss/articles/CBMilwFBVV95cUxNYlV2dW1rUklLZVBOQmRGdHdaZzNmalhzSDNITy1tQ1pwOEhmVzhMbmxiZVphbnlSUXRwVkFKUDJFdDJCTUVnWlNqcm8tS3pLaUpLakdTeXI2MFB6YmRJRzQzTW1QeFdOY25nbWZyemlwZWp5cDRoMTlTMEF4RkZaaHVlUFk1cHc3aGJtUUxfdHI3UmFrNG1z?oc=5,"Tue, 16 Jan 2024 08:00:00 GMT",USA Today,Apple stock,2024-01-01,2024-01-31
Microsoft share price overtakes Apple in market value - ig.com,https://news.google.com/rss/articles/CBMirAFBVV95cUxOYmVFRWx3MXJwZ2ZLWWltcGNUTDlEaU5xZEdZcjJzVFQycjgwem9uNG9GblFFa0dBbHBsX3dzVWF5WVZiY3ZyTVlhNnN3N2ZDZFZuYTNxOFFldjRkX3Nfd05aS0tpRG5GX19fSld4STNlT19Yelh6eGM2bTBmZmhlbUNUaHZleU5WSjJfWEVtcUFvNVpwMlFtMV9yYklCelVOc211RmZLVDZsS3Bx?oc=5,"Mon, 15 Jan 2024 08:00:00 GMT",ig.com,Apple stock,2024-01-01,2024-01-31
Apple’s 2024 Slump Puts Most-Valuable Stock Title at Risk - Bloomberg.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxNQVNHYUdrOXNwbHg2eEx2bTNKSlVvbWE1ZUNLdzJhbmloaDlldWFBR2UzUDUwQlRCUHotUUV3N05YaE9EOUZVdDhIYk5TRUZNclF5UkVNalQtMGI3UFVaM1NVMXB3WDNBTjdBMjRLb1hXSjVXcnJqWGMwWGZnLTRJMVppYTBLVjNSZW1ZeFJRZThIUWFmbW9yb2lyZTFRcEZpQ2hlYnppUGVPZjhRSU00UGNUbw?oc=5,"Fri, 05 Jan 2024 08:00:00 GMT",Bloomberg.com,Apple stock,2024-01-01,2024-01-31
Supreme Court rejects Apple's appeal on App Store fees amid Epic Games legal battle - NBC Connecticut,https://news.google.com/rss/articles/CBMiiAJBVV95cUxOZ2FrRTFtLS16S3JPLTlyemJ1c2U4UUl6V3ZmTUFfbVB6SmZfU0p2NU1HUk1jb1BudTAtXzRHNDFSRWRacUNVOW9EaEZUTDhHMHNnNTF4SHNXcGFHNFMwU2JOSmV2OVQyQXdPaFA2czlMaEM2YV9KQzZEMEk2V1R4NzVFelRNOHNFYkdNUFZKY014ZnhwUmxxTVB1RXlibnM4UlA0VGR2QUZRLWplZDVTVDJRNEJZeGlQd0xsWWJVbUNwcWJqZXVMdUFLUVlSRFF2cXVJaS1mUENvMW9JaWJWV2dhVlF4aHhLOEl1NEpKYXIxTHZmaVoxUlRYbHR4LV9Td3JlR2hOZDLSAf8BQVVfeXFMTkh4Z282TmFSYjJ2TzdCMHFJZlZvMHFkb1pyVUtjVlg1ejBFNThrazZGSGxGYWtaU2ZXcmJTN0Nqd2Y0c1hlRDVWVFVDLWV1ckxTaVd3VTRPcm5Uck9IOUdyM2RoLXBhbWxCUU9jSm9SWkJ3ck1abC1lcHoxc2JCZ0hINll2eFJ5anVqUEpaeW4wRTd6eG42OWtaQ0x4NDdURGtsdXQ3ajRmVTJmZlNjOC1FVHo0ekFaZUp1YWJmOTNnY2dRczdlWGQxemxxdF9fdGNZeVhDakVNdEpMQ3Mxc1plZW91Wk9oZkdaR3FXdk42TXkzY0JNWlRQQ05qeDlv?oc=5,"Tue, 16 Jan 2024 08:00:00 GMT",NBC Connecticut,Apple stock,2024-01-01,2024-01-31
"Apple, the world’s most valuable stock, is about to start growing again - Financial Times",https://news.google.com/rss/articles/CBMicEFVX3lxTE5VMTRrbmpCVDMxMVVmem5ELWwxc3V3MXZNWDBrTlRxWmd2T1FWTXBmcHFicXhOeHhVUi1NeDM5X3dYTC1rbnVFRm1ha3Azd0ZNY2RXTEJVRWpKWUNSVVVSRWUwOHhwWXJiNzg3OEh4M1U?oc=5,"Wed, 03 Jan 2024 08:00:00 GMT",Financial Times,Apple stock,2024-01-01,2024-01-31
"3 Stocks That Turned $1,000 into $1 Million (or More) - The Motley Fool",https://news.google.com/rss/articles/CBMilgFBVV95cUxPUHVBZU9xTGwza3Vwcy1paTFxLThXV0tLLWlzbUlQZzNtMS1YcE8wZkFQWEVSeXNYblJfZlBTTVJCdS0wRnpTTUFmckEtREtyaHRfaUxjUDZudHlSRktlMVQ4RnNUTmlxWF9SazBvemVMLURMRE1WQ1Y1MG9vUGc2SS1RdjRfc1FKM0wxeEV1aWJSNG1sdVE?oc=5,"Thu, 25 Jan 2024 08:00:00 GMT",The Motley Fool,Apple stock,2024-01-01,2024-01-31
"If Apple Walks Away, What’s Left for Skyworks Stock? - InvestorPlace",https://news.google.com/rss/articles/CBMijAFBVV95cUxORkR3a0x2RTJ2QXNTaTd6dWUyMFVZU1RHOUZVeXlzUXpPT1hLcFk3TU8zbkhqRVkxVHBSOWJnM3JBQTFfT0RkeWpRTjdyT0Z3MWx5UE9rWFllOEN0ODJUczNJelZuMzh0aTloOThQbG1NR0hyVUo2VlBKbHlORjVPY1ZwRUEyYXl3elJOZA?oc=5,"Mon, 08 Jan 2024 08:00:00 GMT",InvestorPlace,Apple stock,2024-01-01,2024-01-31
"Charted: 20 Years of Apple vs. Microsoft, b y Market Capitalization - Visual Capitalist",https://news.google.com/rss/articles/CBMibkFVX3lxTE4tOHRoQkJtVk82OUVldVFEaTdXeEhTdTlwRjBSZmZZcDFTaWxFNHFWbVp0WnUtQXo2QjkteFJ2czNyZXRaWWUtNFRPRE1WeFY5bHNnOUdMRU5hMWg4UVlpNm1VbTEyUy00UWhscGh3?oc=5,"Fri, 26 Jan 2024 08:00:00 GMT",Visual Capitalist,Apple stock,2024-01-01,2024-01-31
Al Gore and Ex-Boeing CFO Are Leaving Apple’s Board: Here’s Who Are Left - observer.com,https://news.google.com/rss/articles/CBMiekFVX3lxTE9aSHJQUWFfa25XMHd2T3lGM0RPVndKUWZEeDk2TGt0UDhwa0FyejlBVDFCWEZSTy1RNU5ZTGtRMXVIQXRIR3U3bDRyMjdWdERWLTktZkd1M3pKUFRkbEc1U3pfeUJsSE9US3JycUdxMVhTdm9QRGRfWHFn?oc=5,"Fri, 12 Jan 2024 08:00:00 GMT",observer.com,Apple stock,2024-01-01,2024-01-31
Apple says longtime directors Al Gore and James Bell are retiring from the board - CNBC,https://news.google.com/rss/articles/CBMipwFBVV95cUxNd3N2WmhMSl85aGRnSjNJdmI0UGVwVWxlSE5Ga1Nld3A1UDJlVFFsMzdOSzhUX3Z6WVNOOVV3aXBiWnZnUklBZHlhZTVxRE1XYWlBa185YlpZM3NJNURsaFNtQUlDZ24tYlQtRlUxZVU1Z0Y3Si1uV3lQZmhQUkkyaGI1Y2xzOGpiMzh6cXUxNWpKbC1IblkzV2pJMzd2Y01MdFM3UUFLRdIBrAFBVV95cUxNc3RoTmpnZkN2ZjdfSzVEUHJsclZwSF85aUVzV1k2bGJkb1ktVF80U3NxUWFFaC1RWEhOZW10VWNLd1F4dFlfZjJnVFV1M00yaE5lS25pdnFqbExyRnE3T1pQdWhZU0kyNkFwSlN3THFWSWpUdEFIeFBKUVFoNVZhNUFMb0JIZkFBUTZIQmFPTzhVWDVJTHRkQXFibWpUV3I4UWxtUlo4Mm5KSWhu?oc=5,"Thu, 11 Jan 2024 08:00:00 GMT",CNBC,Apple stock,2024-01-01,2024-01-31
Apple Is World's Largest Smartphone Maker by Volume. It's Not Helping the Stock. - Barron's,https://news.google.com/rss/articles/CBMigwNBVV95cUxObWpVeE1sM2FwM3h2cmhDVzl6ekk2ZUhXT3RUYlgydVlPY2FtVWN0My1BLWQ2cVd3aUlVX2hKVEhkOXZ2U0lWLUp5azg1THM3VXRHSnQtbFNrNmtZa3MzRDFWMHp0VXNMS05ycjE5U3MwZE1FY3hlYktjTUhHdjN6b3d0ZjExcGZmcG5XczVPR1VEWXhMeVljaGx6YUdPa21TbVQzajRnTFpnekpXRGswYjV4TC1kM0dDSFBvYjVqUWhoek1ITkwxQXVlTXBjTkZldFR0dzRTTFpGcV9yYkhKTi1ZcW1UR05VUUU5Mk1WbkE1ZFFWVEhKaFktQjYycWxuRjY5dThMeHBtUGZhak9heFZMYWxyZV9fNkloSGtwTUxIMDk0ZlQ0Rk1OT3RkazVHeERwX1oyWlNkRmtzdnFBODQzYkgxX0NpbW1KXy1yY1hjc1dabm94NFZGRmlzVERoVVZZVkhCbmtqdlMyZzA1NlJZZVQ2bm9WWElqUzhJdHRCNms?oc=5,"Tue, 16 Jan 2024 08:00:00 GMT",Barron's,Apple stock,2024-01-01,2024-01-31
"What to expect from the Magnificent Seven: Tesla, Microsoft, Alphabet, Apple, Meta, Amazon and Nvidia - Yahoo",https://news.google.com/rss/articles/CBMinwFBVV95cUxOZE1uYUFRVU1OdU5Tb25aX0hMeG9jckpseXA4ZEMwVVRnai1SajM2VnpIUkFfMF9VZGp3MzdpYUxjeTZRcFUtbmMxT0JoeDM0WGZMSE51V1NDZUdxNzVWT254cG4zX2dHRFQ4Y3o2ZVVadHNxWi1obXNUX3RUMmlaRnYtRlNldXdrU0ZudG9HeWltNzdjNFdtbXExUGhOb1E?oc=5,"Mon, 29 Jan 2024 08:00:00 GMT",Yahoo,Apple stock,2024-01-01,2024-01-31
Apple Shares Rebound on Vision Pro Release - Markets.com,https://news.google.com/rss/articles/CBMikAFBVV95cUxORk8ycHc4Qi0xSERIX0duSlFpRzRoZEEzYVJIQTJvdXlfcURoUDVtYS1ieWRNeHIwT29UclYzT250Y252QUZBbElUTTM3RnRtazRuc0x1MUw2WmZPN3FHYjhrWFlLT2VXMlUyNjVKbW05ajVCX0sweFRLek4wVXgwRTZkZ21ZYUZUZ0piN1RXcmY?oc=5,"Tue, 09 Jan 2024 08:00:00 GMT",Markets.com,Apple stock,2024-01-01,2024-01-31
"All about Apple products, financials, shopping, entertainment, and leadership - Business Insider",https://news.google.com/rss/articles/CBMiTkFVX3lxTE15eXhUbXhITW5RUlJRUnlhcEU3czViQllNZ2F1aVFsdHR4UUcycjBPbzUtbm9EakdaNG5OaGpMTXJDZ1JtMm56ejYxT3RWdw?oc=5,"Wed, 17 Jan 2024 08:00:00 GMT",Business Insider,Apple stock,2024-01-01,2024-01-31
Apple iPhone sales in China fell more than 30% during first week of 2024: Analysts - CNBC,https://news.google.com/rss/articles/CBMivAFBVV95cUxNbE0wZDZ4bWF6bGE0anN1R25ubndFdWZrdHNaenI4ZFFXVEhHb2huS1N4VFNMcHFPNXN0QmM0WWcxUDg1VVZ3QVFjcFhNZU9iWE4yaFQ0WGJXZzRsSVhYSFMyS2U4elFjSGg5S0gzUEVuaVhHajEyQ1hDRmVPdUtNUGVWalc1eXR1ZWRUb2lTaGgtcm5EZjBlczgzMmtvQ0pDR0VuTkRMNEtUMzNiTnY0TmZ3cjYxQ1YtSHgxStIBwgFBVV95cUxPVXRqanIxWWRFZEUyUGxoczdvODhFLWEyWHRUMmhmT05qX09jVkJDSE54bjdkYWtod2NBdG9ZdlhxT0pPZ3NGQVpTNGYyOHlLSHo1S1hCVm4wa0FEaEFXTzlUVWVuMlVHRDJ5Q3JxVDl4Y2ZwY3lQbkFGX0k0Um5iRGhkdENmTjlnS2VnVF9zcGdRUk1EeE1QdEg2LTc4QUlGU2xjLVpfcVJSUlBfV1BNTTFWYnIyb1ByN0RKWExPV3Zydw?oc=5,"Mon, 08 Jan 2024 08:00:00 GMT",CNBC,Apple stock,2024-01-01,2024-01-31
Unlocking Apple Stock's Potential: The Vision Pro Effect - TheStreet,https://news.google.com/rss/articles/CBMiowFBVV95cUxPdEgyVHI1U1VrUklwODJzalJtMDVoRjhPOFA0S3ZaQmNucVA4eXd6RFdLM0RKY1NDVms4ZFdMalNFcG00RmFMMWl4QkphWm9IbVBtSW54dGl5SnBaZXFzeWVZcGkzclhFakExT0xOckJLSHZGTEdFOHY0M2VRNGtrTXczb09CNVdSMHVqY3NCaGx2Ql9fTEdic1Y1ZUU5ZHY1czhN?oc=5,"Wed, 10 Jan 2024 08:00:00 GMT",TheStreet,Apple stock,2024-01-01,2024-01-31
Buying Apple stock instead of first Macintosh would've made you a fortune - supercarblondie.com,https://news.google.com/rss/articles/CBMiY0FVX3lxTE1VT204YnJsYlU1WFZ4R3dvaG5BWlZKa1BrUS1TY2s4NFpPZUZDZTJDdFZtWk1Td0JGLW96aHMxWFU1UkV2ZEFzdHVrRF9TeTB3eG9uQm9tNGRtTUdqVHdyRURUQQ?oc=5,"Fri, 26 Jan 2024 08:00:00 GMT",supercarblondie.com,Apple stock,2024-01-01,2024-01-31
Better Growth Stock in 2024: Amazon vs. Apple - The Motley Fool,https://news.google.com/rss/articles/CBMijwFBVV95cUxPdHdGeF9sblFCLVlBOVhhcmtHdWFoUlZOeWM5MldOa2s2WFVpNmFiaHNNUXZpVlBxbkVtU3JIUHhOdWpkdDQ4b0w5TkxydXJ4YUt6T2RCX0p1SVhKNnFxR0dUaHRHWW11eVdaUHBjellpdHpuMi0zUlBmdjJyN21WX01NU24yVkhkZzM4akRfdw?oc=5,"Tue, 02 Jan 2024 08:00:00 GMT",The Motley Fool,Apple stock,2024-01-01,2024-01-31
Microsoft Dethroned Apple as the Largest U.S. Company—For a Minute - The Wall Street Journal,https://news.google.com/rss/articles/CBMiogNBVV95cUxNV09mOG9jYkdqNEF6Ulh2YTRvcnJGdnlrVzE3ZXo4ZEVyeGJTQWp6c0NUUV9VTWd5QXNxbTlkLVV5UkpZcGhRZTlZR2lnM2g4dnpNZjdLaFJNVFJkNVg3NWtlRmM5VHU3cnJqeFdQZUpmVnd6OW5zMXlCbjlmclFUZmZXZUtzTlZjLVBQZ0FfWjE1bm00N25qUi1Ec0FmYnpqTm5FSmN5X1JGMXdBRlJYQU5nUlV6Szc2eEtMTkFreFp1bTBGM3V1ZGFDejRabjh3S2luUTNtXzJpeFozR2UxY0RGTFVwbldVVXU2V25lZDlkaEp5NndXTldQeDJDQzhobnpEeXM2NGRDbjdZcEphcTc5Y0ZpTjRHZmFDdXd3SlZzWEptQVp0LTEwUFB6SEc5SlhKb2VtaDYtUmpUSU52OWg3TC1OU3MtdENsVFhBTlV3Z3hmTHZwS2piQXhXUmhjWlBKVHRzXzdTbDU4cXdIUU1tSFJMS1FsYVpNWWw1Tjg5WE1yYzBrQWMtWkVGY0ZNSHJ1aE81TW1hRHhZdnFfSnN3?oc=5,"Thu, 11 Jan 2024 08:00:00 GMT",The Wall Street Journal,Apple stock,2024-01-01,2024-01-31
These Seven Tech Stocks Are Driving the Market (Published 2024) - The New York Times,https://news.google.com/rss/articles/CBMilAFBVV95cUxQckNQV2hMTi1qazNILWpqNFdyZnpLUTNYdDdEQ2poVWl5Z3ZiVlg2Um5GTXEzZnhFMmhpbzg5N3RueHYwcGxNZ0VSQ2tsYnEycTlqVnpGM244N08tU2V5UXlSRDZrN1NacTRTVE1ZVzdQVHNidzhUODZ4TkN5UkF1MzhFdHZjTDdxbkFfc0hrMEtmN25M?oc=5,"Mon, 22 Jan 2024 08:00:00 GMT",The New York Times,Apple stock,2024-01-01,2024-01-31
Microsoft vs Apple: Who Will Win The Market Cap Race? - CCN.com,https://news.google.com/rss/articles/CBMibkFVX3lxTE9oWlRpcmw0N1BjNTA5UXZSaEFob0ZlUkRKblctdWFNb2dLVXdfQnJsSzZvWWR4RVFhNzk3SE9pM2hPc2hMaE56clBIM3l1d25XZmpXaDRtaUgyUVBubXRpVnZ5VUdiWS1NTjlHWkNR?oc=5,"Fri, 12 Jan 2024 08:00:00 GMT",CCN.com,Apple stock,2024-01-01,2024-01-31
"Steve Wozniak: Timeline of the tech titan's life, career with Apple - Business Insider",https://news.google.com/rss/articles/CBMiWEFVX3lxTFBMY3dOOGE5RnBqMzlDalNYMVgzLVd4dDZHRDd1SUR3eHFNMmFPUzZQcC1JaHVSeEVrcS1tUEM2U0FHT2U5YlZRRmlWNUdYb1did2JRM0N4UXo?oc=5,"Tue, 16 Jan 2024 08:00:00 GMT",Business Insider,Apple stock,2024-01-01,2024-01-31
Microsoft Tops Apple to Become Most Valuable Public Company (Published 2024) - The New York Times,https://news.google.com/rss/articles/CBMikgFBVV95cUxNa2ZrUkJ3LUYxVURtMGNDUFZvVXh5T1RneXoya0FIbk9HZWphWElmZXU1WnhVSmpmMUk5bjI2bElIUEU3WXNqRW1FbXVwYllyUkFsZURWZjRxUmhhUUM1d2dGSjRoWTlWN3hyLWpPNV9ZMW9zYTdvc1NmMzNlRTZJbnJ2UDBfZGJ0bHNvLXd5RHBuQQ?oc=5,"Fri, 12 Jan 2024 08:00:00 GMT",The New York Times,Apple stock,2024-01-01,2024-01-31
Apple shed $100 billion of market value in a single day. That's more than Ford and GM are worth combined. - markets.businessinsider.com,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQcktMaXRIQlVNak44Z3JKRldNU2lzMS1rckt0bnpoamxPWlNRS0pkZWJtVWltQTYxMHR0RWQ2aW1tY3dPTG5vVXBWMFBmMUpZYm84MS12czJrTnYwOU8tam43Q0FiNmRhRkRzTDZld0xpRDZNSkRfYjdNZ3lqUDlnWHJ4Q2hPTzRuMHczdG5yMmU5a3ZwZVZzWTNJSUxpY0xsZ1N0T1FyTUZ1RzJJUE9Tc1lGRDV6OGNQa3FjS2ozTzd0dmdZQTZHNw?oc=5,"Wed, 03 Jan 2024 08:00:00 GMT",markets.businessinsider.com,Apple stock,2024-01-01,2024-01-31
'Fortnite' maker Epic Games to contest Apple’s ‘27% tax’ on outside payments - Fortune,https://news.google.com/rss/articles/CBMiiAFBVV95cUxON2x5U29MYXdUWXVobnk1aVc4cWVpdGZEdVgxc2ItX0h0aE5GSFdQckhhRVRXQUx5V1poZlktOU9LU0xqcS15X2x5MXM3TVljQlpVc3QxY1ZMRXBsbzJzYTNOa0d6V1VOb2ZiTXhyTkJQVXpyVkxaUjQwbHVHOHRYSFNMRUx5NXlx?oc=5,"Wed, 17 Jan 2024 08:00:00 GMT",Fortune,Apple stock,2024-01-01,2024-01-31
